object_id,f_min_label_N,f_max_label_N,label_source,is_measured,value_basis,evidence,f_max_basis,f_min_semantics,f_min_single_N,f_max_semantics,f_max_total_N,conversion_rule
E029,1.5,163.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 脐橙挤压损伤力学 农业工程学报 横向163.46N/纵向196.15N; http://www.tcsae.org/cn/article/id/687bd121-9deb-4e40-8783-d19f0865852c,文献实测(横向极限载荷),两指法向力之和,0.75,单指法向力(平板压缩),326,F_total = 2×F_single (SAFETYVTLA默认反算)
E030,1.0,13.3,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | W. Murcott mandarin 物性研究, 压缩1.351-1.650kgf(13.3-16.2N); https://pdfs.semanticscholar.org/b01a/03a4a88e945678728184a76bc386b8695c7e.pdf | 参照: 灵巧手柑橘指尖力6.39-11.65N无损伤(2026, 安全上界参考); https://airobotsight.com/design-and-experimental-analysis-of-a-dexterous-robotic-hand-for-citrus-manipulation/",文献实测(蜜橘压缩力下限),两指法向力之和,0.5,单指法向力(平板压缩),26.6,F_total = 2×F_single (SAFETYVTLA默认反算)
E031,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值3.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E032,0.5,4.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Inouye2013 HortScience 48(9) 葡萄整粒压缩4.0-13.9N; https://journals.ashs.org/hortsci/view/journals/hortsci/48/9/article-p1130.xml,文献实测(整粒压缩破裂力下限),两指法向力之和,0.25,单指法向力(平板压缩),8,F_total = 2×F_single (SAFETYVTLA默认反算)
E033,0.5,4.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Inouye2013 HortScience 48(9) 葡萄整粒压缩4.0-13.9N; https://journals.ashs.org/hortsci/view/journals/hortsci/48/9/article-p1130.xml,文献实测(整粒压缩破裂力下限),两指法向力之和,0.25,单指法向力(平板压缩),8,F_total = 2×F_single (SAFETYVTLA默认反算)
E034,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E035,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E036,0.25,8.0,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Univ. of Arkansas blackberry breeding, HortScience 51(5), 非脆性8.0N/脆性11.8N; https://journals.ashs.org/view/journals/hortsci/51/5/article-p468.xml",文献实测(非脆性品种压缩力),两指法向力之和,0.125,单指法向力(平板压缩),16,F_total = 2×F_single (SAFETYVTLA默认反算)
E037,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值1.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E038,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E039,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E040,0.25,2.4,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Mao et al. 2024, Advanced Intelligent Systems 6(8) DOI:10.1002/aisy.202400175, 仿生光纤触觉指实测最大损伤力; https://onlinelibrary.wiley.com/doi/full/10.1002/aisy.202400175",文献实测(薯片最大损伤力),两指法向力之和,0.125,单指法向力(压头加载),4.8,F_total = 2×F_single (SAFETYVTLA默认反算)
E041,1.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值3.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.75,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E042,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E043,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E044,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E045,3.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值15.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E046,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E047,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E048,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 棉花糖: 未找到文献实测值,"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E049,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 棉花糖: 未找到文献实测值,"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E050,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E051,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E052,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E053,5.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值25.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,2.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E054,1.75,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值8.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.875,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E055,0.75,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值3.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.375,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E056,1.0,194.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Jahanbakhshi2020 Int J Fruit Sci 20(3) 香蕉准静态压缩; https://www.tandfonline.com/doi/full/10.1080/15538362.2019.1633723,文献实测(准静态压缩压伤最大力),两指法向力之和,0.5,单指法向力(平板压缩),388,F_total = 2×F_single (SAFETYVTLA默认反算)
E057,1.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值5.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E058,1.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值6.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.625,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E059,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E060,0.5,42.0,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 鸡蛋壳平板压缩破碎力42-51N: De Ketelaere2002 Br Poult Sci 43:238; Altuntas&Sekeroglu2008 DOI:10.1111/j.1745-4530.2008.00263.x; Sutanto2025 Commun Phys 8:182 DOI:10.1038/s42005-025-02087-0 | 参照: 软指夹爪以0.12N成功夹持鸡蛋(Mun2024, 安全下界)",文献实测(平板压缩破碎力下限),两指法向力之和,0.25,单指法向力(平板压缩),84,F_total = 2×F_single (SAFETYVTLA默认反算)
E061,0.5,42.0,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 鸡蛋壳平板压缩破碎力42-51N: De Ketelaere2002 Br Poult Sci 43:238; Altuntas&Sekeroglu2008 DOI:10.1111/j.1745-4530.2008.00263.x; Sutanto2025 Commun Phys 8:182 DOI:10.1038/s42005-025-02087-0 | 参照: 软指夹爪以0.12N成功夹持鸡蛋(Mun2024, 安全下界)",文献实测(平板压缩破碎力下限),两指法向力之和,0.25,单指法向力(平板压缩),84,F_total = 2×F_single (SAFETYVTLA默认反算)
E062,3.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值15.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.5,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E063,1.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值6.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.625,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E064,1.5,42.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Deveci梨破裂力41.95-52.69N; https://www.researchgate.net/publication/338448198,文献实测(果皮破裂力下限),两指法向力之和,0.75,单指法向力(平板压缩),84,F_total = 2×F_single (SAFETYVTLA默认反算)
E065,0.75,50.57,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Jentzsch2022 Frontiers in Materials 9 柠檬压缩50%形变50.57N; https://www.frontiersin.org/journals/materials/articles/10.3389/fmats.2022.979151/full,文献实测(压缩50%形变最大力),两指法向力之和,0.375,单指法向力(平板压缩),101.14,F_total = 2×F_single (SAFETYVTLA默认反算)
E066,1.5,40.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Zhu2022 Food Sci Technol Res 28(1) 苹果压缩损伤阈值40N; Wang2024 Processes 12:543 压伤阈值54N; https://mdpi-res.com/d_attachment/processes/processes-12-00543/article_deploy/processes-12-00543.pdf,文献实测(压缩损伤阈值),两指法向力之和,0.75,单指法向力(平板压缩),80,F_total = 2×F_single (SAFETYVTLA默认反算)
E067,1.5,40.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Zhu2022 Food Sci Technol Res 28(1) 苹果压缩损伤阈值40N; Wang2024 Processes 12:543 压伤阈值54N; https://mdpi-res.com/d_attachment/processes/processes-12-00543/article_deploy/processes-12-00543.pdf,文献实测(压缩损伤阈值),两指法向力之和,0.75,单指法向力(平板压缩),80,F_total = 2×F_single (SAFETYVTLA默认反算)
E068,1.5,40.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Zhu2022 Food Sci Technol Res 28(1) 苹果压缩损伤阈值40N; Wang2024 Processes 12:543 压伤阈值54N; https://mdpi-res.com/d_attachment/processes/processes-12-00543/article_deploy/processes-12-00543.pdf,文献实测(压缩损伤阈值),两指法向力之和,0.75,单指法向力(平板压缩),80,F_total = 2×F_single (SAFETYVTLA默认反算)
E069,2.0,40.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Zhu2022 Food Sci Technol Res 28(1) 苹果压缩损伤阈值40N; Wang2024 Processes 12:543 压伤阈值54N; https://mdpi-res.com/d_attachment/processes/processes-12-00543/article_deploy/processes-12-00543.pdf,文献实测(压缩损伤阈值),两指法向力之和,1,单指法向力(平板压缩),80,F_total = 2×F_single (SAFETYVTLA默认反算)
E070,0.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 文献参照: 96份甜椒资源破裂力1.26-38.37N(中华农业科学2025); https://www.chinaagrisci.com/EN/10.3864/j.issn.0578-1752.2025.14.011,"[0821删] 原估算值1.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E071,0.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 文献参照: 96份甜椒资源破裂力1.26-38.37N(中华农业科学2025); https://www.chinaagrisci.com/EN/10.3864/j.issn.0578-1752.2025.14.011,"[0821删] 原估算值1.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E072,0.5,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 文献参照: 96份甜椒资源破裂力1.26-38.37N(中华农业科学2025); https://www.chinaagrisci.com/EN/10.3864/j.issn.0578-1752.2025.14.011,"[0821删] 原估算值1.5N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.25,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E073,0.5,0.6,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 钟燚等2025 农业工程学报41(21) 草莓夹持0.6-1N损伤率55%; http://tcsae.org/article/doi/10.11975/j.issn.1002-6819.202411048 | 交叉验证: Mao2024测草莓损伤0.5N, 与钟燚0.6N一致","文献实测(夹持损伤阈值,单指/合力未确认)",两指法向力之和,0.25,"夹持法向力(单指/合力未确认,保守按合力)",0.6,F_single = F_total/2 (SAFETYVTLA默认)
E074,1.0,0.6,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 钟燚等2025 农业工程学报41(21) 草莓夹持0.6-1N损伤率55%; http://tcsae.org/article/doi/10.11975/j.issn.1002-6819.202411048 | 交叉验证: Mao2024测草莓损伤0.5N, 与钟燚0.6N一致","文献实测(夹持损伤阈值,单指/合力未确认)",两指法向力之和,0.5,"夹持法向力(单指/合力未确认,保守按合力)",0.6,F_single = F_total/2 (SAFETYVTLA默认)
E075,1.0,13.3,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 参照: 同E030 柑橘指尖力安全范围,文献实测(蜜橘压缩力下限),两指法向力之和,0.5,单指法向力(平板压缩),26.6,F_total = 2×F_single (SAFETYVTLA默认反算)
E076,0.5,4.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Inouye2013 HortScience 48(9) 葡萄整粒压缩4.0-13.9N; https://journals.ashs.org/hortsci/view/journals/hortsci/48/9/article-p1130.xml,文献实测(整粒压缩破裂力下限),两指法向力之和,0.25,单指法向力(平板压缩),8,F_total = 2×F_single (SAFETYVTLA默认反算)
E077,0.5,4.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Inouye2013 HortScience 48(9) 葡萄整粒压缩4.0-13.9N; https://journals.ashs.org/hortsci/view/journals/hortsci/48/9/article-p1130.xml,文献实测(整粒压缩破裂力下限),两指法向力之和,0.25,单指法向力(平板压缩),8,F_total = 2×F_single (SAFETYVTLA默认反算)
E078,0.5,4.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Inouye2013 HortScience 48(9) 葡萄整粒压缩4.0-13.9N; https://journals.ashs.org/hortsci/view/journals/hortsci/48/9/article-p1130.xml,文献实测(整粒压缩破裂力下限),两指法向力之和,0.25,单指法向力(平板压缩),8,F_total = 2×F_single (SAFETYVTLA默认反算)
E079,0.5,4.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | Inouye2013 HortScience 48(9) 葡萄整粒压缩4.0-13.9N; https://journals.ashs.org/hortsci/view/journals/hortsci/48/9/article-p1130.xml,文献实测(整粒压缩破裂力下限),两指法向力之和,0.25,单指法向力(平板压缩),8,F_total = 2×F_single (SAFETYVTLA默认反算)
E080,0.5,21.42,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 熊征等2020 现代农业装备41(3) 樱桃番茄纵向21.42N/横向37.59N; https://www.aeeisp.com/xdnyzb/cn/article/pdf/preview/ccd641a3-9bc1-4640-b72a-da69cf956a52.pdf | 参照: 千禧小番茄驱动载荷11-14.56N时损伤度0(华南农大2022, 驱动载荷非接触力); https://journal.scau.edu.cn/article/doi/10.7671/j.issn.1001-411X.202212021",文献实测(纵向挤压破裂力),两指法向力之和,0.25,单指法向力(平板挤压),42.84,F_total = 2×F_single (SAFETYVTLA默认反算)
E081,0.5,21.42,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 熊征等2020 现代农业装备41(3) 樱桃番茄纵向21.42N/横向37.59N; https://www.aeeisp.com/xdnyzb/cn/article/pdf/preview/ccd641a3-9bc1-4640-b72a-da69cf956a52.pdf | 参照: 同E080 小番茄驱动载荷损伤度0,文献实测(纵向挤压破裂力),两指法向力之和,0.25,单指法向力(平板挤压),42.84,F_total = 2×F_single (SAFETYVTLA默认反算)
E082,0.5,21.42,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 熊征等2020 现代农业装备41(3) 樱桃番茄纵向21.42N/横向37.59N; https://www.aeeisp.com/xdnyzb/cn/article/pdf/preview/ccd641a3-9bc1-4640-b72a-da69cf956a52.pdf,文献实测(纵向挤压破裂力),两指法向力之和,0.25,单指法向力(平板挤压),42.84,F_total = 2×F_single (SAFETYVTLA默认反算)
E083,0.5,21.42,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 熊征等2020 现代农业装备41(3) 樱桃番茄纵向21.42N/横向37.59N; https://www.aeeisp.com/xdnyzb/cn/article/pdf/preview/ccd641a3-9bc1-4640-b72a-da69cf956a52.pdf,文献实测(纵向挤压破裂力),两指法向力之和,0.25,单指法向力(平板挤压),42.84,F_total = 2×F_single (SAFETYVTLA默认反算)
E084,0.5,21.42,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 熊征等2020 现代农业装备41(3) 樱桃番茄纵向21.42N/横向37.59N; https://www.aeeisp.com/xdnyzb/cn/article/pdf/preview/ccd641a3-9bc1-4640-b72a-da69cf956a52.pdf,文献实测(纵向挤压破裂力),两指法向力之和,0.25,单指法向力(平板挤压),42.84,F_total = 2×F_single (SAFETYVTLA默认反算)
E085,0.5,21.42,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 熊征等2020 现代农业装备41(3) 樱桃番茄纵向21.42N/横向37.59N; https://www.aeeisp.com/xdnyzb/cn/article/pdf/preview/ccd641a3-9bc1-4640-b72a-da69cf956a52.pdf,文献实测(纵向挤压破裂力),两指法向力之和,0.25,单指法向力(平板挤压),42.84,F_total = 2×F_single (SAFETYVTLA默认反算)
E086,0.25,0.4,ExpForce实测,1,本物实测,"ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 文献参照: 蓝莓bioyield力0.491N, 仪器压缩上限2.2N(USDA/PMC); https://www.ars.usda.gov/ARSUserFiles/30200525/PortableInstrumentsPA999.pdf | Mao et al. 2024, Advanced Intelligent Systems 6(8) DOI:10.1002/aisy.202400175, 仿生光纤触觉指实测最大损伤力; https://onlinelibrary.wiley.com/doi/full/10.1002/aisy.202400175",文献实测(蓝莓最大损伤力),两指法向力之和,0.125,单指法向力(压头加载),0.8,F_total = 2×F_single (SAFETYVTLA默认反算)
E087,0.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核) | 树莓: 未找到文献实测值,"[0821删] 原估算值0.75N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,0.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E088,0.25,8.0,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),文献实测(非脆性品种压缩力),两指法向力之和,0.125,单指法向力(平板压缩),16,F_total = 2×F_single (SAFETYVTLA默认反算)
E089,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E090,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E091,2.0,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值10.0N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
E092,2.25,,ExpForce实测,1,本物实测,ExpForce_dataset_官方原始.csv (UT Austin; LEGATO两指爪+FORTE触觉指实测夹持力); f_max=5×f_min外推(待复核),"[0821删] 原估算值11.25N(两指法向力之和(5×f_min外推,估算))",两指法向力之和,1.125,未找到实测,,F_single = F_total/2 (SAFETYVTLA默认)
