image_file,leaf_class,category,l1_gate,object_id,object_family_id,mass_g,f_min_measured_N,f_max_measured_N,note
刚体\E091\Cheez-It_crackers_box.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s1.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s10.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s11.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s12.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s13.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s14.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s2.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s3.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s4.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s5.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s6.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s7.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s8.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E091\s9.png,刚体,刚体,非易碎,E091,cheezit_crackers_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E092\CeraVe_Moisturizing_Lotion.png,刚体,刚体,非易碎,E092,cerave_moisturizing_lotion,,2.25,,"f_min:ExpForce本物实测(2.25N,两指合力) | f_max:无实测"
刚体\E093\Yellow_mustard_bottle.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s1.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s10.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s11.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s12.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s13.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s14.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s15.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s16.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s2.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s3.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s4.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s5.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s8.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E093\s9.png,刚体,刚体,非易碎,E093,yellow_mustard_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E094\H-E-B_Pink_Salt_refill.png,刚体,刚体,非易碎,E094,heb_pink_salt_refill,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\Tomato_soup_can.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s1.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s10.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s11.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s12.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s13.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s14.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s2.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s3.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s4.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s5.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s6.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s7.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s8.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E095\s9.png,刚体,刚体,非易碎,E095,tomato_soup_can,,2.5,,"f_min:ExpForce本物实测(2.5N,两指合力) | f_max:无实测"
刚体\E096\H-E-B_Vitamins_Melatonin_5_mg_Gummies_-_Strawberry.png,刚体,刚体,非易碎,E096,heb_vitamins_melatonin_5_mg_gummies_strawberry,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E097\Nutella_jar.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s1.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s10.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s11.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s12.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s13.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s14.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s2.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s3.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s4.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s5.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s6.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s7.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s8.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E097\s9.png,刚体,刚体,非易碎,E097,nutella_jar,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E098\Morton_salt_container.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s1.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s10.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s11.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s12.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s13.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s14.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s2.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s3.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s4.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s5.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s6.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s7.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s8.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E098\s9.png,刚体,刚体,非易碎,E098,morton_salt_container,,4.5,,"f_min:ExpForce本物实测(4.5N,两指合力) | f_max:无实测"
刚体\E099\Monster_Energy_drink.png,刚体,刚体,非易碎,E099,monster_energy_drink,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E100\StarKist_tuna_can.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s1.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s10.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s11.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s12.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s13.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s14.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s2.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s3.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s4.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s5.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s6.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s7.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s8.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E100\s9.png,刚体,刚体,非易碎,E100,starkist_tuna_can,,1.5,,"f_min:ExpForce本物实测(1.5N,两指合力) | f_max:无实测"
刚体\E101\Duct_tape_roll.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s1.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s10.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s11.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s12.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s13.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s14.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s15.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s2.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s3.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s4.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s5.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s7.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s8.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E101\s9.png,刚体,刚体,非易碎,E101,duct_tape_roll,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E104\OxiClean_container_12_oz.png,刚体,刚体,非易碎,E104,oxiclean_container,,3.0,,"f_min:ExpForce本物实测(3.0N,两指合力) | f_max:无实测"
刚体\E105\Clorox_toilet_bleach_cleaner_bottle.png,刚体,刚体,非易碎,E105,clorox_toilet_bleach_cleaner_bottle,,3.25,,"f_min:ExpForce本物实测(3.25N,两指合力) | f_max:无实测"
刚体\E106\OxiClean_stain_remover_21.5_oz.png,刚体,刚体,非易碎,E106,oxiclean_stain_remover,,5.0,,"f_min:ExpForce本物实测(5.0N,两指合力) | f_max:无实测"
刚体\E107\Head_and_Shoulders_shampoo_bottle.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s1.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s10.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s11.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s12.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s13.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s14.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s15.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s16.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s2.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s3.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s5.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s7.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s8.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E107\s9.png,刚体,刚体,非易碎,E107,head_shoulders_shampoo_bottle,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E109\Small_bean_paste_tub.png,刚体,刚体,非易碎,E109,small_bean_paste_tub,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E110\Pocky_snack_box_Short-edge_orientation.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s1.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s10.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s11.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s12.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s13.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s14.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s2.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s3.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s4.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s5.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s6.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s7.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s8.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E110\s9.png,刚体,刚体,非易碎,E110,brittle_snack,,1.0,,"f_min:ExpForce本物实测(1.0N,两指合力) | f_max:无实测"
刚体\E111\Granulated_sugar_32_oz.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s1.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s10.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s11.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s12.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s13.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s14.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s2.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s3.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s4.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s5.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s6.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s7.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s8.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E111\s9.png,刚体,刚体,非易碎,E111,granulated_sugar,,3.5,,"f_min:ExpForce本物实测(3.5N,两指合力) | f_max:无实测"
刚体\E112\Little_Debbie_Swiss_Rolls_box.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s1.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s10.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s11.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s12.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s13.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s14.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s2.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s3.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s4.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s5.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s6.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s7.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
刚体\E112\s8.png,刚体,刚体,非易碎,E112,little_debbie_swiss_rolls_box,,2.0,,"f_min:ExpForce本物实测(2.0N,两指合力) | f_max:无实测"
